Tweet,GT Target,GT Stance,Mapped Target
"Just like book-burning for ANGRY religious people, ANGRY feminists like to burn whatever looks like free speech. #SemST",Feminist Movement,AGAINST,Feminist Movement
Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! #endJuly4th #SemST,Feminist Movement,AGAINST,Feminist Movement
"Husband: ""They should know that she's always born with it. It's never Maybelline."" #beauty #SemST",Feminist Movement,AGAINST,Feminist Movement
"@CaptHaddock83 oh, that's an easy one: RUN! #spankafeminist #SemST",Feminist Movement,AGAINST,Hillary Clinton
"@verilymary @taylynneduvall no, men need a movement that will help them not hurt them #SemST",Feminist Movement,AGAINST,Feminist Movement
The hypothesis of gender as a social construct is prevalent in majority of feminist ideas. Ergo most feminists are TERF. #SemST,Feminist Movement,AGAINST,Feminist Movement
I can't write male characters because I'm a woman?  then a man shouldn't tell me what a woman can't do cos he's a man #SemST,Feminist Movement,AGAINST,Feminist Movement
Turns out it's 3 people who have mansplained to me in the past couple of days. I forgot about the racist bigot #SemST,Feminist Movement,AGAINST,Feminist Movement
You're stupid & mens rights is nothing - I love you Leslie Knope. @parksandrecnbc #MRA #mensrights #lol #SemST,Feminist Movement,AGAINST,Feminist Movement
Ask her father for her hand in marriage. How language reinforces patriarchy. She is his property. And mom? #equality #SemST,Feminist Movement,AGAINST,Feminist Movement
Can we grow up and stop catcalling? #SemST,Feminist Movement,AGAINST,Feminist Movement
"just want to give my hair follicles a quick shoutout for giving me armpit hair, cos nout says equality quite like an unused razor #SemST",Feminist Movement,AGAINST,Feminist Movement
Tonight I got called 'the one with the great rack' and I felt empowered because objectification exists for both sexes #SemST,Feminist Movement,AGAINST,Feminist Movement
Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST,Feminist Movement,AGAINST,Feminist Movement
"@Chase_Santos and #Hillary is going to keep it that way! Right, @HillaryClinton ? #gayrights #equality #SemST",Feminist Movement,AGAINST,Hillary Clinton
Feminists in America have no idea what oppress looks like #SemST,Feminist Movement,AGAINST,Feminist Movement
"@WiTOpoli I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST",Feminist Movement,AGAINST,Feminist Movement
Girls over 130 pounds shouldn't wear a bikini #womenintech #SemST,Feminist Movement,AGAINST,Feminist Movement
"Thanks to SJW, I now associate the word ""trigger"" with a joke and I'm going to offend an actual PTSD victim #SemST",Feminist Movement,AGAINST,Feminist Movement
@ramzaruglia @a_man_in_yellow Just imagine all the semen those women are slurping in the bottom left pic #YesAllWomen #SemST,Feminist Movement,AGAINST,Feminist Movement
Girls are such animals. All they want is sex . I just want to be closer to God. #SemST,Feminist Movement,AGAINST,Feminist Movement
I thought you would like it @AceofSpades14 #feminist #SemST,Feminist Movement,AGAINST,Feminist Movement
@nytimes @nytopinion this is more of a personal preference than a gender issue. Do nt strip manners away from younger generation! #SemST,Feminist Movement,AGAINST,Feminist Movement
Julie Burchill dismissed male suicide as inconsequential because they are men. Her son killed himself this week - karma #SemST,Feminist Movement,AGAINST,Feminist Movement
@always__already Thanks for the fantastic story last month. So well captured us! Can't believe we missed it! #thisiswhatwelooklike #SemST,Feminist Movement,AGAINST,Hillary Clinton
Going off to write up second part of #TimHunt story - the collusion & false reports of @connie_Stlouis et al in Seoul. #journalism #SemST,Feminist Movement,AGAINST,Donald Trump
Internalized misogyny is awful! People who have conflicting opinions to my own should be dead because I'm an Authoritarian #SemST,Feminist Movement,AGAINST,Feminist Movement
"DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like #TimHunt. #SemST",Feminist Movement,AGAINST,Hillary Clinton
"Last RT: ""there were lawsuits around women being able to eat in public without chaperone""  USA  20th Century  #SemST",Feminist Movement,AGAINST,Feminist Movement
In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. #SemST,Feminist Movement,AGAINST,Feminist Movement
Nice rap by @RanveerOfficial @arjunk26 late but you made your point ki admi ki kya hai jarorat its all about #SemST,Feminist Movement,AGAINST,Atheism
Ironic how the anti- feminist intimidation machine has drowned out the voices of those trying to civilly critique feminist ideas. #SemST,Feminist Movement,AGAINST,Feminist Movement
"Apparently #YesAllWomen who ""don't need no man"" never drive a car, turn on a light switch, or drink clean water. #SemST",Feminist Movement,AGAINST,Feminist Movement
"Welp. I just saw the infamous Radfem ""Protests"" at a Toronto MRA speech for the first time. Disgusting. #feminismiscruelty #SemST",Feminist Movement,AGAINST,Feminist Movement
What's red and something all feminist should bite into? A brick now stfu #SemST,Feminist Movement,AGAINST,Hillary Clinton
"I can get women not being feminists,  sort of. But women being meninists/MRAs? What the actual fuck #MRA #SemST",Feminist Movement,AGAINST,Feminist Movement
"..Can I also add that I really enjoyed looking at @TahirRajBhasin in #Mardaani :P Tahir, you were a dashing baddie! #Bollywood #SemST",Feminist Movement,AGAINST,Feminist Movement
As I rewatced Charmed episodes! LOVING IT EVEN MORE! #SemST,Feminist Movement,AGAINST,Hillary Clinton
We cannot succeed when half of us are held back. Malala Yousafzai #SmartGlamour #feminist #yesallwomen #equality #SemST,Feminist Movement,AGAINST,Feminist Movement
"@Afshah_Ronaldo you don't tell me what to do, i'm a strong individual male, I can make my own choices #ABCD #SayNoToOppresion #SemST",Feminist Movement,AGAINST,Feminist Movement
"Anyone got links to anti-feminist/egalitarian chotchkies? Pins, buttons and the like? #antifeminism #egalitarian #SemST",Feminist Movement,AGAINST,Feminist Movement
"Equality is the police burying a domestic violence accusation against a female sports star, too #wedidit #usa #SemST",Feminist Movement,AGAINST,Feminist Movement
2015 is the year of the uterus #sheBELIEVES #WWC2015 #SemST,Feminist Movement,AGAINST,abortion
It wouldn't be a #FIFA event without women in tight dresses. Wrong place. Wrong time. #womensworldcup #SemST,Feminist Movement,AGAINST,Feminist Movement
Too bad the women carrying the trophies look like they're in the Robert Palmer Video. #FIFAWWCFinal #USAvJPN #SemST,Feminist Movement,AGAINST,Feminist Movement
Really great to see people cheering for Hope Solo even though she has been involved in domestic abuse #equality #SemST,Feminist Movement,AGAINST,Feminist Movement
@godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay #SemST,Feminist Movement,AGAINST,Feminist Movement
"Up next! Watch me get called ""a sexist pig"" for ordering a sandwich from a female Subway sandwich engineer. #SemST",Feminist Movement,AGAINST,Feminist Movement
@SpectreOfChaos is trolling #YesAllWomen. He is a stalker who has doxed  and harassed people for weeks. It is best to block him. #SemST,Feminist Movement,AGAINST,Feminist Movement
@atheena99 @dopee_curlyy i don't even know what to say to that. You're content with being paid less and not treated like an equal? #SemST,Feminist Movement,AGAINST,Feminist Movement
When I go up the steps of my house I feel like the @ussoccer_wnt .. I too have won the Women's World Cup. #brokenlegprobs #USA #SemST,Feminist Movement,AGAINST,Feminist Movement
"If a woman can list height preferences for men in dating profiles, men should be able to list bra sizes. #equality #hypocrisy #SemST",Feminist Movement,AGAINST,Feminist Movement
@coffey_cake4 @DailySexSupply too bad idgaf about #SemST,Feminist Movement,AGAINST,Feminist Movement
"@mraguyot Yup, way more than I would ever buy, but hey, something for everybody.   #antifeminism #antiSJW #MGTOW #SemST",Feminist Movement,AGAINST,Feminist Movement
"Other people may hate #feminists, but at least they don't hate the opposite sex.   #feminist #sexism #SemST",Feminist Movement,AGAINST,Feminist Movement
Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! #SemST,Feminist Movement,AGAINST,Feminist Movement
"@alias_burgerboy @craigspissed @forthleft infanticide, child to parent abuse, sibling abuse, abuse against  males, LGBT DV #SemST",Feminist Movement,AGAINST,abortion
Feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! Equality??? #SemST,Feminist Movement,AGAINST,Feminist Movement
"If Feminism wants equal rights as men  they must so advocate for equal prison time and losing custody rights, which they won't do! #SemST",Feminist Movement,AGAINST,Feminist Movement
@RepubGirlLife But if I said this about how hot Hope Solo is..... Feminists would go ape shit #screwfeminism #SemST,Feminist Movement,AGAINST,Feminist Movement
"'Manspreading'? But women hog subway space, too ! #doublestandards #SemST",Feminist Movement,AGAINST,Feminist Movement
"I hate government, but if I were in government i'd want to be a District Attorney or a Judge to hold #YesAllWomen accountable. #SemST",Feminist Movement,AGAINST,Feminist Movement
"Ayyyy more hypocrisy: Hope Solo, serial domestic abuser is celebrated like a hero for winning the women's World Cup #SemST",Feminist Movement,AGAINST,Feminist Movement
I still can not get over teamwork being considered female thing. It is not consistent with my experiences at all. #SemST,Feminist Movement,AGAINST,Feminist Movement
Want an amazing #SciFi show that completely passes the bechdel test? #Farscape. Well written characters and +3 to awesome. #SemST,Feminist Movement,NONE,Feminist Movement
"Feminists claim everything is a ""social construct"" because gender studies people usually suck at biology.  #GamerGate #SemST",Feminist Movement,AGAINST,Feminist Movement
Feminists who go for a gender studies degree should also blame the patriarchy for their mediocre grades in science. #SemST,Feminist Movement,AGAINST,Feminist Movement
@NorBdelta HE DESERVED IT FOR BEING PART OF THE DOMINATING SEX CHECK YOUR PRIVILEGE #equality #SemST,Feminist Movement,FAVOR,Feminist Movement
"By writing her self, woman will return to the body which has been more than confiscated from her - Hlne Cixous #theatre #SemST",Feminist Movement,FAVOR,abortion
Having fabulous feminist conversations with Naoise Wheelan. #SemST,Feminist Movement,FAVOR,abortion
If you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in. #SemST,Feminist Movement,AGAINST,Feminist Movement
We live in a sad world when wanting equality makes you a troll... #SemST,Feminist Movement,FAVOR,Feminist Movement
Some men do not deserve to be called gentlemen #SemST,Feminist Movement,NONE,Feminist Movement
Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower #SemST,Feminist Movement,NONE,Feminist Movement
"So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down. #SemST",Feminist Movement,AGAINST,Feminist Movement
Female sharks grow to be larger than male Sharks. #Sharkweek2015 #SemST,Feminist Movement,NONE,Feminist Movement
"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST",Feminist Movement,FAVOR,Feminist Movement
"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #SemST",Feminist Movement,FAVOR,Feminist Movement
@mustangALLIE_ and i was agreeing with ur tweet #SemST,Feminist Movement,NONE,Feminist Movement
"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! #SemST",Feminist Movement,AGAINST,Feminist Movement
@NuuYawkerr I have a solution kill all of us... #SemST,Feminist Movement,NONE,abortion
RT : bethersfanpg: BethanyMota if i put alot random hashtags maybe you'll notice me?  #MOTAVATORMONDAY #food #confidence #Motafam... #SemST,Feminist Movement,NONE,Feminist Movement
FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST,Feminist Movement,AGAINST,Feminist Movement
Evidence that modern feminism is stupid and pointless - #Manspreading . #SemST,Feminist Movement,AGAINST,Feminist Movement
I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa #SemST,Feminist Movement,FAVOR,Feminist Movement
last RT demonstrates relevance of preceding RTs #SemST,Feminist Movement,NONE,Feminist Movement
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist #SemST,Feminist Movement,AGAINST,Feminist Movement
Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!! #SemST,Feminist Movement,NONE,Hillary Clinton
"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous #SemST",Feminist Movement,AGAINST,Feminist Movement
