Tweet,GT Target,GT Stance,Mapped Target,Generated Targets,Best Gen Target
"Matt Stone, and Trey Parker wept. I #BlameCanada . Tho' on second thought, with regard to your fussy demand that I mind my tone, I should've gone with @KurtSchlichter's more accurate#GrandpaBadFinger #JoeBiden",Joe Biden,AGAINST,Donald Trump,['trio'],trio
@JoeNBC @Morning_Joe @morningmika Remember in November should be the Dems tag line for this whole Impeachment injustice. The DNC should run with it and thank you for it. From this weekend on...Remember in November a simple message.#ImpeachmentTrial #Election2020,Joe Biden,FAVOR,Bernie Sanders,"['impeachment', 'elections', 'dems', 'electronic government', 'electoral campaigns', 'elective markets', 'electures', 'democracy']",electoral campaigns
"@JoeBiden FRONT and CENTER. People need to use their eyes and brains, this has been going on for decades.",Joe Biden,FAVOR,marijuana legalization,"['eye tracking', 'visualization', 'visual analytics', 'visualisation', 'visual perception', 'visual interfaces', 'visual design']",visualization
The Case for #JoeBiden to Pick #ElizabethWarren as His Running Mate - The New Yorker. YES YES YES! #Warren4VP #BidenWarren2020 @JoeBiden @ewarren #VoteBlueToSaveDemocracy,Joe Biden,FAVOR,Joe Biden,"['biden', 'Warren', 'blueblue', 'blue-state', 'bluebloods', 'blue wave', 'blue for change', 'blueforblue', 'red for change']",biden
I am at a loss for what more to say. I grieve with the families in Parkland today. I grieve with the families across the country who have suffered loss due to #GunViolence . Congress has a moral obligation to take action &amp; spare more families from this violence @JoeBiden #quote,Joe Biden,FAVOR,school closures,"['grieving', 'parents']",parents
"@JoeBiden Ignore the noise, do not let them Al Franken you. They are scared of you, Schiff, etc. Anyone powerful &amp; effective they try to attack &amp; take down. Do not let them. cc: @alfranken @TeamPelosi @TheDemocrats @RepAdamSchiff @HouseDemocrats",Joe Biden,FAVOR,Joe Biden,"['am', 'congress', 'pelosi', 'paul', 'pelten', 'voting', 'voter', 'vogs', 'vot', 'vx', 'vc', 'vcc']",pelosi
"#Biden to Billionaires: No ones standard of living will change, nothing would fundamentally change",Joe Biden,AGAINST,minimum wage,"['standard of living', 'billionaire', 'standard of life']",standard of living
These are golden quotes here! Joe Biden is nowhere near as well spoken. #Election2020,Joe Biden,AGAINST,Joe Biden,"['election', 'future', 'biden', 'bipartite', 'bicomputer', 'civic', 'citizen', 'crisis informatics', 'crowdsourcing', 'civ', 'covariate', 'cvid', 'cscw']",biden
"""Like a woman, we told you how we were coming for you and you didn't listen!"" @NicolleDWallace on how #Harris had telegraphed she was coming for #Biden for an entire week before debate and he was STILL unprepared.",Joe Biden,AGAINST,abortion,"['bidencer', 'women in politics', ""women's issues""]",women in politics
All these ridiculously rich politicians asking for money. And there are some people stupid enough to give it to them. If #biden doing so well with donations why does he need money from public.,Joe Biden,AGAINST,Bernie Sanders,['donation'],donation
"'My times up, Im sorry': #Biden abruptly ends answer on civil rights record after Harris pummeling #FoxNews",Joe Biden,AGAINST,Joe Biden,"['civil rights', ""biden's record"", 'justice', ""budin's law""]",biden's record
"#Biden is such a fucking slimeball and he has no appeal."" Jeez. Been saying that for almost a year now. Think about who supports him. He's a 3rd or 4th choice for most #Dems die-hards. #DimensiaJoe offers nothing to the left and nothing will change to the donor class. Loser",Joe Biden,AGAINST,Joe Biden,"['biden', 'blue-state', 'elections', 'computational social science', 'electronic government', 'electoral nominations', 'elective markets', 'comparative elections', 'composite']",biden
Joe Biden walks up to CNN anchor table and chums it up with moderators after #DemocraticDebate. Shortly thereafter Biden sounded presidential During a crisis I trust Biden #lolokay #media,Joe Biden,FAVOR,Joe Biden,"['biden', 'news', 'debate', 'media', 'journalism', 'crisis informatics', 'cscw', 'civic intelligence', 'crowdsourcing', 'civility', 'credibility', 'citizen journalism', 'cognitive load', 'c']",biden
You and #JoeBiden are cut from the same cloth... Can not go a day without putting your foot in your mouth.,Joe Biden,AGAINST,nuclear energy,"['politics', 'electronic governance', 'elections', 'electronics', 'electrical governance', 'political economy', 'electoral markets', 'electelectronic markets', 'political economics', 'elective markets', 'e-commerce', 'electroelectronic commerce', 'electrowork']",electrical governance
"Just how many times do you think #JoeBiden ""grabbed them by the pu$$y"". Funny when the table gets turned.",Joe Biden,AGAINST,abortion,"[""junkin's law"", 'junkins', ""junker's theorem"", ""jukes'theorem""]",junkin's law
First time with renovated field w/lights. A very generous alumni group paid for lights at least one game a year. Go @SouthHighMpls #Tigers. I rerm er when former @JoeBiden visited and participated in practice. Proud day for the #Tiger community.,Joe Biden,FAVOR,death penalty,"['lighting', 'tiger football', 'team colors', 'taint', 'tweets', 'tickets', 'tourism', 'trucking', 'truets', 'field design', 'field studies', 'field operations', 'field management', 'field']",tourism
I watched Former Governor Terry McAuliffe & CNN Analyst endorse Joe Biden. This was during last #SuperTuesday. That is media manipulation. Democrat leadership don't give a shit. Joe Biden didn't give shit because it's FREE ADVERTISING. Billionaires Run America.,Joe Biden,AGAINST,gun control,"['media manipulation', 'billionaire', 'banking', 'electronic government', 'elections', 'electoral control', 'elective democracy', 'electelections']",electoral control
".@joeBiden will run. He's a groper of women but @billClinton was a rapist just like the Lt. Governor of VA. Liberals can be racists, corrupt or wife beaters and still do just fine.",Joe Biden,FAVOR,Joe Biden,"['biden', 'women', 'rape', 'voting', 'voter', 'vince', 'vices', 'vogs', 'vx', 'vcc', 'vac', 'vcp', 'vc', 'vic', 'vow']",biden
What in the hell is he talking about? No such law has been passed. And a whole lot of folks are left out of the Houses rescue plan. #LyinBiden #COVID19 #DemDebate #DemocraticDebate What law Joe?,Joe Biden,AGAINST,cloning,"['law', 'debate', 'citizen science', 'civic engagement', 'crisis informatics', 'crowdsourcing', 'census', 'credibility', 'cots', 'cascading', 'crawling', 'cscw', 'c']",citizen science
Once again @GOPChairwoman nails it. Don't my Democrat friends think @JoeBiden is a man of honor? Would he demand and be able to defend such an investigation today?,Joe Biden,AGAINST,Joe Biden,"['biden', ""biden's investigation"", 'bipartite', 'bicomputer', 'bccomputer']",biden
Biden/Harris would make one helluva team!!! I definitely would vote for them. #BlueWave,Joe Biden,FAVOR,Joe Biden,"['biden/Harris', 'blueWave', 'team']",biden/Harris
"I know @LucyFlores. We served together. I trust her &amp; I believe her. Was @JoeBiden's behavior wrong? Yes. Is it unforgivable? No, but he has a narrow window to state clearly that it was wrong, show he's learned, &amp; vow to do better. Failing to do that would be unforgivable.",Joe Biden,AGAINST,Joe Biden,"['biden', ""biden's behavior"", 'accountability', 'accountable conduct', 'accountablity', 'account-ability', 'administration']",biden
"If 2020 is perfect vision, then we should have no problem putting a man or woman in the Whitehouse who knows how GREAT we already are as a nation. We just need a few adjustments. #voteblueifyoudo #JoeBiden #TomSteyer #forclimatechange #savetheplanet #GretaThunberg",Joe Biden,FAVOR,nuclear energy,['climate change'],climate change
"#JoeBiden I am suffering from dementia and sleepiness. I'm sorry, I don't know why I'm running for President. The #swamp wants me there. No big deal, someone else will really be doing my work as Prez. I'll just shake hands and act my goofy self every few days for the cameras.",Joe Biden,AGAINST,Joe Biden,"['dementia', 'sleepiness', 'presidential nominations', 'political campaigns']",dementia
"Oh no, #JoeBiden is using the death of his other son as an excuse!!!! Can you believe it? How low can this guy go?",Joe Biden,AGAINST,Joe Biden,"['biden', 'biden is using the death of his other son', 'bibi', 'bdi', 'bipartite', 'bibb', 'bicomputer', 'bimatrix', 'bacomputer']",biden
"His mustache was tickling your ass until you fired him. He's an opportunist. That's all. I'll probably find his book at the Dollar Tree, like HELLary's. And not buy that POS either. #SleepyCreepyCornpopQuidProHairSniffingSenileJoe is not Presidential material PERIOD",Joe Biden,AGAINST,face masks,"['attractor', 'opportunist', 'journalism', 'journalist', 'crisis', 'crowdsourcing', 'coupon', 'cascading', 'crawling', 'cscw', 'crisp', 'crawler', 'c']",crowdsourcing
Several possible charges here for #JoeBiden *Examples of Criminal Sexual Misconduct* *Unwanted touching *Forcing another to commit unwanted sexual acts *Causing offense or harm to another for purposes of sexual gratification And there are countless documented cases.,Joe Biden,AGAINST,death penalty,"['sexual Misconduct', 'sexual gratification', 'sexual harassment', 'sexual assault', 'sexual abuse', 'sexual crimes', 'sexual violence', 'sexual exploitation', 'sexual offences', 'sexual offenses', 'sexual acts', 'sexual violations', 'sexual solicit']",sexual crimes
Gad damn clip bag ban bum stop magazine ghoster gun #Biden these primaries are good entertainment #ar15safespace #ar15 #ar15porn #gunsofinstagram #pewpew #4thofjuly #4thofjulysale,Joe Biden,FAVOR,abortion,"['clip bag ban', '15porn', 'teenporn']",teenporn
"Wow. Castro just lost all my respect by his rude, disrespectful and ageist remarks toward @JoeBiden. There is no need for nasty remarks in Dem debates. Our party is better than that. #DemocraticDebate #maddow #inners #lastword",Joe Biden,FAVOR,cloning,['debate'],debate
"1. #Schumer,#Hillary,#Biden,#Obama,#Feinstein voted for a wall w #SecureFenceAct 2013 2. 100% of Sen Dems vtd for @SenSchumer sponsored bill S.744 - Border Security, Economic Opportunity, and Immigration Modernization Act which includ a wall",Joe Biden,AGAINST,school closures,"['wall', 'border security', 'immigration', 'e-commerce', 'eigcommerce', 'electronic government', 'elearning', 'ehealth', 'ehr', 'eag-services', 'e.commerce', 'web.']",elearning
"If I'm to choose who I feel comes across as most genuine in this debate, it's a tie between Booker and Buttigieg. The most angry, Biden. The most incoherent, Yang. The most polished, Harris. #DemocraticDebate #DemDebate",Joe Biden,AGAINST,Joe Biden,"['debate', 'biden', 'budgets', 'buhannes', 'bipartigieg', 'bicomber', 'bribery', 'debate analysis', 'debating theory', 'political science']",biden
#DemDebate #Biden looks calm and is looking at the speakers. Something many forgot to do last night.,Joe Biden,FAVOR,Joe Biden,"['biden', 'bidencing', 'budgets', 'buhbner', 'bucity', 'bicomputer', 'bluetooth', 'bci', 'bipartite', 'bioinformatics', 'biosignals']",biden
"Please, Mr. Biden, run for President in 2020. Your country needs you!!!!",Joe Biden,FAVOR,Joe Biden,"['biden', 'presidential', 'future', 'bidenewald', 'budgets', 'civic engagement', 'citizen engagement', 'political economy']",biden
"Um, yes we do care. Im a #Democrat, Ive NOT missed a vote since I was 18. @JoeBiden does NOT get my vote. I'll not trade their predator for ours.",Joe Biden,AGAINST,Bernie Sanders,"['voting', 'elections', 'voter fraud', 'voting system', ""voters'choice""]",voters'choice
#DemDebate Tonight proved that Joe Biden has never won a debate in 77 years. But somehow he'll turn out the voters to overcome the electoral college. People who buy establishment democrat's nonsense that he's the most electable candidate are absolute idiots.,Joe Biden,AGAINST,Joe Biden,"['debate', 'biden', 'budgets', 'elections', 'electronic government', 'electoral campaigns', 'elective markets', 'electory markets', 'voter engagement', 'e-democracy']",biden
Make th fake journalist stick their own stated standards. Believe all women. The hypocrisy of their reporting of #TaraRied story of sexual assault by #biden is disgusting. They hammered #Kavanaugh despite #ford never meeting Bret.,Joe Biden,AGAINST,Feminist Movement,"['journalism', 'standards', 'sexual assault', 'breten', 'bretten', 'credibility', 'gender', 'feminism', 'feminist hci', 'feminists', 'feminfeminism']",feminist hci
"No. But, I will pray for YOU. May Father God Help You to be SAVED FROM THE WAGES OF YOUR SINS which is DEATH. May the Good Righteous Savior JesusChrist be revealed to you & In truth, you, Mr. Biden will REPENT, RECEIVE, and BELIEVE on the Lord JesusChrist to be saved. John3:16",Joe Biden,AGAINST,Joe Biden,['biden'],biden
Super Tuesday: Biden seals comeback with string of victories via @BBCNews #US #politics #PoliticalParties #elections #campaigns #voters #polls #2020election,Joe Biden,FAVOR,Joe Biden,"['biden', 'bidencing', 'budgets', 'election', 'future']",biden
#JoeBiden is so creepy. As a parent I would never allow my child anywhere near him.,Joe Biden,AGAINST,Joe Biden,"['biden', 'cognition', 'parental privacy']",biden
@BarackObama @JoeBiden @BetsyDeVosED @EDcivilrights @Alt_DeptofED @CivilRights - This young man &amp; the public are entitled to hear from all of you all on this unbelievably horrible situation. Is this in ANY WAY FAIR?? @FaceCampusEqual @saveosons,Joe Biden,FAVOR,gun control,['civil rights'],civil rights
"He is an incoherent mess. Please, y'all get Uncle Joe out of the race...he ain't it! #DemocraticDebate #DemDebate",Joe Biden,AGAINST,cloning,['debate'],debate
People are dying of #COVID19 because federal government failed to act early enough. #voteblue support #JoeBiden #Elections2020 #SaveAmerica Ousted vaccine director files whistleblower complaint alleging coronavirus warnings were ignored,Joe Biden,FAVOR,fauci,['vaccine'],vaccine
True. It's just amazing that her intention is to run biden down for choices he made years ago when she has also had to make some bad choices as Attorney General #DemocraticDebate2020 #DemocraticDebate,Joe Biden,FAVOR,Bernie Sanders,"['debate', 'legislation', 'elections', 'comparative', 'electronic', 'computational thinking', 'electoral', 'computing', 'comprehension', 'composition', 'composability', 'commission']",electoral
"Thank you @amyklobuchar @PeteButtigieg and @MikeBloomberg for all your service, and esp. for your help backing @JoeBiden #2020Elections Would be happy to see any of you on the ticket with him, and all of you in the cabinet!",Joe Biden,FAVOR,cloning,"['elections', 'comparative research']",comparative research
Who's your connect to Biden and who is he going to pick. Waiting.,Joe Biden,FAVOR,Joe Biden,"['biden', 'biden & #', 'budgets', 'buhannon & #']",biden
He is beyond help @JoeBiden .. our country needs you! #VoteBlue2020,Joe Biden,FAVOR,Joe Biden,"['blue2020', 'blue states', 'blue-blue']",blue2020
"Joseph Robinette Biden Jr. remains @DNCs best hope of defeating 45 on Election Day, November 3rd, 2020. TW :: #Election2020",Joe Biden,FAVOR,school uniforms,"['elections', 'computational social science', 'electronic government']",computational social science
"@JoeBiden U think it's BAD that the Texas church hero had gun in church? U COMMIE SCUMBAG -- do u EFF hookerwh0res alongside HUNTER BIDEN, do blow? America feels sorry for Dr. Jill, married 2 a senile Communist w/degenerate traitor son. No WONDER @BarackObama hates U!",Joe Biden,AGAINST,Donald Trump,"['church hero', 'hacker', 'honeymoon', 'bitch', 'boneymoon effect', 'bboneybee', 'bonyboneycomb', 'bickering effect', 'coneycomb effect', 'hitchcock effect', 'goneycomb effects']",bboneybee
@JoeBiden and @BetoORourke ? Biden and @KamalaHarris ? Beto and Harris? @SenSherrodBrown and Beto? Biden and Brown? Brown and Harris?,Joe Biden,FAVOR,Joe Biden,"['biden', 'biden and Beto', 'betti', 'bette', 'beta', 'benevolent dictator', 'bribery', 'bipartite dictator', 'coupon', 'babinet', 'budbetti']",biden
"#JoeBiden, so listen close, and that includes turning up the old left hearing aid, you have early(perhaps not so much) alzheimers. And youve got it. Go lsy down Joe",Joe Biden,AGAINST,abortion,"['hearing aids', 'hearing disability', 'left-of-the-shelf']",left-of-the-shelf
You Sir had years to transform all sorts of things but instead you skimmed off the top. Set your ass down!! #SlowJoe #JoeBiden,Joe Biden,AGAINST,Joe Biden,"['joes', 'biden', 'bait', 'bipartite', 'bapartite']",biden
"BE HONEST, TALK ABOUT #Crowdstrike, #BidenCorruption, your handler#McCain is gone so you can let the facts flow.",Joe Biden,AGAINST,gun control,"['crowdstrike', 'civic engagement', 'crowdsourcing', 'citizen journalism', 'crisis informatics']",citizen journalism
"Bumbling Joe Biden gaffes his way through COVID-19 roundtable as he falsely claims '85,000 jobs have been lost in the US and millions of Americans have died' since pandemic began..#JoeBiden..",Joe Biden,AGAINST,Joe Biden,"['biden', 'coVID-19', 'p pandemic', 'economic development', 'economic inequality', 'economic growth', 'economic crisis', 'economic downturn', 'economic recovery', 'economic status quo', 'economic security', 'economic progress', 'economic equality', 'economic fairness']",biden
Now let the accusations against Biden begin for the pedophile he is. The videos show his behavior.,Joe Biden,AGAINST,Joe Biden,"['pedophilia', ""biden's behavior"", 'bipartite', 'bimatology', ""bully's""]",biden's behavior
"Fmr. VP Joe & Dr. Jill Biden's 'new' dog, Major. They fell in love w/him when they were foster'g him! Isn't he handsome! Kind of like his new daddy. Thank you, @JoeBiden &amp; @JillBidenVeep, for rescu'g this happy boy!!! I can't imagine any better parents. Doggie kisses 2 u both!",Joe Biden,FAVOR,Joe Biden,"['biden', 'bidenveep', 'bidegiver', 'bribery', 'bio-inspired', 'bidesharing', 'biding-and-rescue', 'banking-and rescue', 'binsley', 'bittor']",biden
"Holy shat! Is @JoeBiden sleep walking and dreaming. Hey Joe, do think anyone believes Obummers Administration isnt guilty of treason and sedition. How about the Logan Act? Your team are going to be in jail in 2 years for long long sentences. #JusticeComing2019",Joe Biden,AGAINST,Joe Biden,"['treason', 'sedition', 'justice', 'biden administration', 'bipartite', 'bapartite']",biden administration
In Kentucky the 2020 elections are a referendum on Elaine Chao Secretary of Transportation Mitch McConnell second wife vote for Amy McGrath @AmyMcGrathKY Senate Joe Biden @JoeBiden President #coronavirus #Election2020,Joe Biden,FAVOR,cloning,"['elections', 'comparative research']",comparative research
None! @JoeBiden is it all ends to bow out and take up knitting. No more old white guys in charge!!!,Joe Biden,AGAINST,school uniforms,"['white', 'computational social science', 'social computing', 'social engineering', 'social issues']",computational social science
"If this document is authentic, then the Ukrainian prosecutor who was forced out by Biden fully believes it was because of Hunter Biden and the Burisma investigation. Dems still calling this a #GOP conspiracy theory? #Biden",Joe Biden,AGAINST,Joe Biden,"['biden', 'bidenhomen', 'bucharizona', ""buhannon's theory""]",biden
"If #JoeBiden had ever had a fully functioning brain, Barack Hussein Obama would not have chosen him to be his VP / Shoe Shine Boy.",Joe Biden,FAVOR,Joe Biden,"['biden', 'biden had', 'binkering', 'brain', 'bioinformatics', 'brain-computer interface', 'brain computer interface', 'bci', 'biosignals', 'binaural memory', 'bins of bins of brain']",biden
A real bi-partisan specialist and pragmatically progressive @JoeBiden runs to Unite the uSA along the wide scale win-win way. #PresidentBiden.,Joe Biden,FAVOR,Joe Biden,"['biden', 'unite the uSA', 'biden-biden']",biden-biden
"bold vision Joe, you cant even define a bold vision, let alone have one. Go home, Joe.",Joe Biden,AGAINST,Bernie Sanders,['bold vision'],bold vision
A.K.A #JoeBiden launches Presidential Campaign with one big giant G A F !!!!!! #CharlottesvilleHoax Way to go ditsy Joe.,Joe Biden,FAVOR,Bernie Sanders,"['political campaign', 'protest', 'progressive', 'pro-democracy', 'prosody', 'civic engagement', 'procedural content', 'propositional content', 'political science', 'political economy', 'political journalism', 'political communication', 'political']",progressive
@seanhannity look up 107-296 it's public record @JoeBiden @HillaryClinton all voted for it. FOR EVERYBODY FIGHTING ABOUT THE DETAINMENT OF CHILDREN SKIP TO 107-296 116-2205 ITS PUBLIC RECORD AND A CONGRESS ISSUE WAS PASSED 02,Joe Biden,AGAINST,school uniforms,['public record'],public record
"I didn't know we had @JoeBiden to thank for shielding student debt from bankruptcy. You need to do better for your 2020 candidates, @DNC. via @YouTube",Joe Biden,FAVOR,Bernie Sanders,"['student debt', 'debt', 'electronic government', 'elections', 'electoral campaigns', 'elective markets', 'electronics', 'electrical markets', 'digital markets', 'e-commerce', 'electelectronic markets', 'democracy']",electoral campaigns
Hey @PeteButtigieg @joebiden was Lamar Alexander one of those Republicans we should all get along with? Or SusannCollins? Or Murkowski? Wake up centrist and pick a side.,Joe Biden,FAVOR,cloning,"['contention', 'computational social science', 'comparative research', 'computing for social good']",comparative research
"#FromTheRight: Biden Is Not A Healthy Guy, Former Obama Doctor Says | Reporting by @DailyCaller #Biden #Election2020",Joe Biden,AGAINST,Joe Biden,"['biden', 'bidenewald', 'budgets', 'health', 'healthcare']",biden
@JoeBiden it's not presidential for you to have your creepy hands all over women and little girls that you had for 8 years,Joe Biden,AGAINST,Feminist Movement,['sexuality'],sexuality
Together we can make a difference. Proud to be working to expand access to #cancer treatment &amp; prevention using the #ProjectECHO model with help from our partner Bristol-Myers Squibb Foundation #BidenCancerSummit #cancerFIERCE @JoeBiden #RuralHealth @BidenCancer @bmsnews @obogler,Joe Biden,FAVOR,cloning,"['cancer treatment', 'amplification', 'bio-medical', 'crisis informatics', 'crowdsourcing', 'cognitive models', 'citizen science']",citizen science
So the more #JoeBiden talks the worse off he is so it is smart that his campaign staff would have him as quiet as possible while they work to attack his opponents,Joe Biden,AGAINST,Joe Biden,"['biden', 'biden-biden']",biden-biden
"And then theres those ppl always calling others racist, which to me means theyre (YOU) the real racist. #AssholeJoe #Biden",Joe Biden,FAVOR,Joe Biden,"['racism', 'bidenck', 'bipartite', 'bluetooth', 'credential', 'crowdsourcing', 'civic engagement', 'civics', 'crisis informatics', 'covariate', 'cscw', 'c']",bidenck
"Because Shokin was supposed to be investigating the Foreign Aid money that Zlochevsky laundered through Burisma before beating feet to Russia in 2012. The EU, Eurobank, and the IMF were all clamoring to get his ass fired. Not ""Just Joe Biden"" Were -they- covering for Hunter?",Joe Biden,AGAINST,Joe Biden,"['shokin', 'foreign aid', 'burisma', 'hushushushin', 'honeymoon', 'hits', 'hubs', 'hls', 'hss', 'hshs', 'hfs', 'hpc', 'hsa', 'hcid']",burisma
These folks running for president I tell you they don't know what it's like to actually do something for what they're talkin about Biden has done more for women and War for minorities then the combine other candidates on the stage #DemocraticDebate,Joe Biden,AGAINST,abortion,"['women', 'war for minorities', 'women and War for minorities']",women
"What better way for the democrats to start putting in #marxist in congress then to have NancyPelosi &amp; the #democrats have the world world the think #JoeCrowley ""shockingly"" lost. When it fact having her win is exactly in the #democrat playbook.",Joe Biden,AGAINST,abortion,"['congressional', 'congress', 'congruite', 'congri', 'congra', 'congerto', 'congcongresswomen', 'women', 'comparative', 'women in congress', 'women of congress', 'minority']",women
"Creepy uncle Joe @JoeBiden never logical, never factual, never realistic or truthful, but almost always entertaining. #LiberalismIsAMentalDisease",Joe Biden,AGAINST,Bernie Sanders,['liberalism'],liberalism
#Biden will be defined by his deficiencies - Cognitive issues - History of touchy feely w rape allegation - Failed econ policies under Obama - Obama Admin litany of corruption &amp; scandal - #HunterBiden/ China - 42 yrs as part of the DC problem NOT solution,Joe Biden,AGAINST,Joe Biden,"['biden', 'corruption', 'biden/biden']",biden/biden
They are just trying to fool enough older folks into siding with Biden. They know they have little hope in tricking internet savvy under 40 year olds.,Joe Biden,AGAINST,school uniforms,"['older adults', 'internet', 'internet dating', 'e-government', 'elderly']",older adults
"Spotted via @MJHaugen: `Rather than questioning the purpose of the proposed Iraq invasion, #Biden took it for granted that the world would go along...`",Joe Biden,AGAINST,Joe Biden,"['biden', 'war', ""biden's Iraq"", ""buhannon's invasion""]",biden
"Joe, you had your chance It was a mess when you and BHO left And it appears you engaged in corrupt self dealing Go away #Biden",Joe Biden,AGAINST,Joe Biden,"['corruption', 'bipartite', 'bicomputer', 'bricomputer']",corruption
"Wonder if .@jaketapper and .@AC360 will give #kamalaHarris a pass on her bullshit attack in #JoeBiden. Im not a Biden fan, but Harris is a dirty prosecutor trying to remake herself.",Joe Biden,AGAINST,Joe Biden,"['jaketapper', 'ac360', 'kamalaHarris', 'biden', 'bipartite', 'bicomputer', 'bitch', 'budgets', 'buhbuhwerty', 'bluetooth', 'bucomputer']",biden
"Hey #Democrats the fight is on. You are 9 years late to it. You have let Mitch run over you. Should stop now. I'm sick of I'm outraged statements, the #Democrats version of thoughts and prayers. Get mad. Act with urgency. Fire up @JoeBiden and let him channel @andrewdiceclay",Joe Biden,FAVOR,Joe Biden,"['diceclay', 'andrewdice', 'biden', 'bipartite', 'bicomputer', 'bricomputer']",biden
Dr King said the ultimate measure of a human life is not where someone stands in times of comfort & convenience but where he/she stand in times of controversy & challenge. #dems @JoeBiden @JoeNBC #cnn #msnbc #nytimes #NAACP @SpeakerPelosi #wtop #univision #senatefloor #housefloor,Joe Biden,FAVOR,abortion,"['cnn', 'nytimes', 'black-hat-hat', 'black community', 'black government', 'black organizations', 'black and brown communities', 'civic engagement', 'black issues', 'black leaders', 'black conservatives', 'black women', 'black groups']",black women
"Hey @JoeBiden, with 2020 on the horizon, how about proposing another Joe to join along with you? @RepJoeKennedy you up for VP? #BidenKennedy2020",Joe Biden,FAVOR,Joe Biden,"['biden', 'future']",biden
"#Biden also argued there was no rush to name a tie-breaker to the court. Ties were rare. It was far more important to give American voters a say in the process w/the election of the next President. Bide did it to tie G. W. Bush's hands, a #Republican, but it came up under #Obama.",Joe Biden,FAVOR,Bernie Sanders,"['court', 'voting', 'voter', 'votations', 'vacancy', 'vowel', 'vacs', 'vicom', 'vender', 'vogs', 'vots', 'vogel']",voting
AOC: were not interested in turning oil barons into solar barons. Also: Biden doesnt get it. #FeelTheBern,Joe Biden,AGAINST,nuclear energy,"['oil barons', 'solar barons']",solar barons
Joe Biden: Good guys and bad guys. That mentality is why we Americans are so self centered and self righteous. #DemocraticDebate,Joe Biden,FAVOR,cloning,['debate'],debate
"The amnesia defense, man. What say you @BidenInsultBot? 2020 election: Joe #Biden says anyone who believes Tara #Reade should not vote for him in November",Joe Biden,AGAINST,Joe Biden,"['biden', 'tara Reade', 'tamper resistance', 'voting', 'voter suppression', ""voters'choice""]",biden
"@JoeBiden tell Hillary thats WHAT HAPPENED! Do people not get medical treatment or drivers license because they show ID? Whats the difference in showing ID FOR VOTERS? How does it keep them from voting? Explain to America be prepared if you run, SLIMEBALL!",Joe Biden,AGAINST,marijuana legalization,"['drivers license', 'voting', 'voter fraud', ""voters'rights""]",drivers license
Spotted near the Democratic debate! The #JoeCone ice cream truck! #DemDebate #Elections2020,Joe Biden,FAVOR,Donald Trump,"['debate', 'elections', 'future']",elections
"@RepValDemings for VP. As a African American woman with intimate knowledge of law enforcement from a battleground state, she is uniquely qualified to be VP in this moment in history, and can help VP Biden bring it home in November. #ValDemingsforVP #VPValDemings #voteblue #blm",Joe Biden,FAVOR,death penalty,"['voting', 'crime', 'police']",crime
Yep I will take my chances with the loyal vice president of the first black president than the asshole who wanted to primary that first black president #JoeBiden,Joe Biden,FAVOR,Joe Biden,"['black president', 'pre-primary', 'black-minorities', 'preferential election']",black president
Thanks to that empty suit Joe Biden clip during Thomas confirmation. Lets face it...no one has ever accused Joe Biden of being smart.,Joe Biden,AGAINST,school uniforms,"['biden', 'smart suit', 'smart tie', 'smart phone', 'smart office', 'smart house', 'smart cabinet', 'smart campus', 'smart building', 'smart city', 'smart university', 'smart government', 'smart school', 'smart community', 'smart economy', 'smart college']",smart school
First TV interview with Lucy Flores on Biden accusation @CNNPolitics This gal is so full of SHIT! 1) @LucyFlores Have u looked in the mirror? U think @JoeBiden wants to smell ur hair...? 2) what took u so long if ur so bothered by it?,Joe Biden,AGAINST,Joe Biden,"['biden', 'hair', 'hair smell', 'bipartite', 'bicomputer', 'bio-spirituality', 'bibbonite', 'honeymoon effect', 'boneymoon effects', 'bioscience', 'bricomputer']",biden
Im in favor of investigating corruption. Being a presidential candidate does not grant immunity. No one is above the law. That includes @JoeBiden and Hunter. What are you trying to hide? #CorruptionCrew,Joe Biden,AGAINST,Joe Biden,"['corruption', 'legislation', 'corruption investigation']",corruption
@JoeBiden is the best!!!! Please run for President we need you!,Joe Biden,FAVOR,Joe Biden,"['biden', 'biden is the best', 'bipartite', 'bicomputer', 'bricomputer']",biden
No one under 70 has ever heard the term malarkey come out of anyones mouth other than Joe Biden. Myself included.,Joe Biden,AGAINST,cloning,"['malarkey', 'aging', 'civic intelligence', 'citizen science', 'crisis informatics', 'crowdsourcing', 'census', 'credibility', 'cots', 'crawling', 'cascading', 'covariate']",citizen science
@JoeBiden DON'T EVEN THINK ABOUT IT! YOU'LL ONLY BE SETTING THE DEMONCRATS UP FOR AN HRC PART 2. NO MORE NEO-LIBERAL CORPORATISTS EVER!!!!!!!! THE PEOPLE HAVE ALREADY SPOKEN! ******LISTEN!!!******,Joe Biden,AGAINST,Joe Biden,"['biden', 'h HRC', 'hcid', 'hpc', 'hbcid', 'civic', 'hci', 'hrcid', 'n-state', 'h-biden']",h-biden
Congratulations my First Family. Please come out into the opening more so we can at least see you @BarackObama @JoeBiden @SCUSBoardChair too. Love and miss them dearly.,Joe Biden,FAVOR,Joe Biden,"['first Family', 'congressional', 'congregation', 'congresses', 'congratulation', 'congrats', 'congestion', 'congcongress', 'congresion', 'bcongressman', 'cong']",congregation
